Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua Luigi Romano,Jardim das Américas,Curitiba/PR,81540-240
Rua Nicolau Copérnico,Jardim das Américas,Curitiba/PR,81540-250
Rua Professor Paulo d'Assumpção - até 598/599,Jardim das Américas,Curitiba/PR,81540-260
Rua Visconde de Caravelas,Jardim das Américas,Curitiba/PR,81540-270
Rua José de Mello Braga Júnior,Jardim das Américas,Curitiba/PR,81540-280
Rua Eduardo Couture,Jardim das Américas,Curitiba/PR,81540-290
Rua Comendador Correia Júnior,Jardim das Américas,Curitiba/PR,81540-300
Praça Ivan Ferreira do Amaral Filho,Jardim das Américas,Curitiba/PR,81540-310
Rua São Tomé,Jardim das Américas,Curitiba/PR,81540-320
Rua André Petrelli,Jardim das Américas,Curitiba/PR,81540-330
Rua João José Zattar,Jardim das Américas,Curitiba/PR,81540-340
Rua Visconde de Abrantes,Jardim das Américas,Curitiba/PR,81540-350
Rua Francisco Maravalhas,Jardim das Américas,Curitiba/PR,81540-360
Rua Francisco Castellano,Jardim das Américas,Curitiba/PR,81540-370
Rua Targino da Silva,Jardim das Américas,Curitiba/PR,81540-380
Rua Monsenhor Lamartine,Jardim das Américas,Curitiba/PR,81540-390
Rua Senador Roberto Glaser,Jardim das Américas,Curitiba/PR,81540-400
Rua Frei Francisco Mont'Alverne,Jardim das Américas,Curitiba/PR,81540-410
Rua Benedicto Berillo Fangueiro,Uberaba,Curitiba/PR,81540-420
Rua Iseo Dizaró,Uberaba,Curitiba/PR,81540-430
Rua Eliezer Disaró Fangueiro,Uberaba,Curitiba/PR,81540-440
Rua Professor Paulo d'Assumpção - de 600/601 ao fim,Uberaba,Curitiba/PR,81540-443
Rua Doutor Mário Miró Filho,Uberaba,Curitiba/PR,81540-450
Rua Dona Sazá Lattes,Uberaba,Curitiba/PR,81540-460
Praça Lafayette Queirolo,Uberaba,Curitiba/PR,81540-465
Rua Capitão Leônidas Marques - até 1129/1130,Uberaba,Curitiba/PR,81540-470
Rua Jorge Gomes Rosa,Uberaba,Curitiba/PR,81540-480
Rua Mário Lopes Farinha,Uberaba,Curitiba/PR,81540-482
Rua Herculano Schilipak,Uberaba,Curitiba/PR,81540-484
Rodovia BR-277 Curitiba-Paranaguá - de 3152 a 3670 - lado par,Uberaba,Curitiba/PR,81540-485
Rua Professora Maria da Glória Saldanha Loyola,Uberaba,Curitiba/PR,81540-490
Rua Goiabas,Uberaba,Curitiba/PR,81540-500
Rua Araçás,Uberaba,Curitiba/PR,81540-510
Rua Pitomba,Uberaba,Curitiba/PR,81540-520
Rua Buriti,Uberaba,Curitiba/PR,81540-530
Rua Maria Luiza Bazzani Natal,Uberaba,Curitiba/PR,81540-540
Rua Francisco Cascardo,Uberaba,Curitiba/PR,81540-560
Rua Ivo Ferro - até 249/250,Uberaba,Curitiba/PR,81540-570
Rua Amoras,Uberaba,Curitiba/PR,81540-580
Rua Júlio Wischral,Uberaba,Curitiba/PR,81540-590
Rua José Choinski,Uberaba,Curitiba/PR,81540-620
Rua Leonélio Dalledone,Uberaba,Curitiba/PR,81540-630
Rua Masao Ishii,Uberaba,Curitiba/PR,81540-640
"Rodovia BR-277 Curitiba-Paranaguá, 3524

Spaipa S. A. Indústria Brasileira de Bebidas",Uberaba,Curitiba/PR,81540-900
Rua Capitão Leônidas Marques - de 1131/1132 ao fim,Uberaba,Curitiba/PR,81550-000
Rua Maria Simão Campos,Uberaba,Curitiba/PR,81550-010
Rua Juá,Uberaba,Curitiba/PR,81550-020
Rua Ata,Uberaba,Curitiba/PR,81550-030
Rua Amendoins,Uberaba,Curitiba/PR,81550-040
Praça Leopoldina Zibarth,Uberaba,Curitiba/PR,81550-045
Rua Embu,Uberaba,Curitiba/PR,81550-050
Rua Bananas,Uberaba,Curitiba/PR,81550-060
Rua Cajá-manga - de 716/717 ao fim,Uberaba,Curitiba/PR,81550-070
Rua Augusto Steembock,Uberaba,Curitiba/PR,81550-080
Rua Bacupari,Uberaba,Curitiba/PR,81550-090
Rua Bacaba,Uberaba,Curitiba/PR,81550-100
Rua Marmelo,Uberaba,Curitiba/PR,81550-110
Rua Mangas,Uberaba,Curitiba/PR,81550-120
Rua Abacates,Uberaba,Curitiba/PR,81550-130
Rua Jaracatiá,Uberaba,Curitiba/PR,81550-140
Rua Afonso Zicka,Uberaba,Curitiba/PR,81550-150
Rua Tucum,Uberaba,Curitiba/PR,81550-160
Rua Elizabeth Jane Brown,Uberaba,Curitiba/PR,81550-170
Rua Iwao Namizaki,Uberaba,Curitiba/PR,81550-180
Rua Arthur Staude,Uberaba,Curitiba/PR,81550-190
Rua Graviolas,Uberaba,Curitiba/PR,81550-200
Rua Doutor Afonso Loyola e Silva,Uberaba,Curitiba/PR,81550-210
Rua Doutor Gabriel Ferreira Filho,Uberaba,Curitiba/PR,81550-220
Rodovia BR-277 Curitiba-Paranaguá - de 3672 a 4950 - lado par,Uberaba,Curitiba/PR,81550-225
Rua Pedro Huk,Uberaba,Curitiba/PR,81550-230
Rua Ingá,Uberaba,Curitiba/PR,81550-240
Rua José Drulla Sobrinho,Uberaba,Curitiba/PR,81550-250
Rua Arthur José Nísio,Uberaba,Curitiba/PR,81550-260
Rua Sapoti,Uberaba,Curitiba/PR,81550-270
Rua Abóbora - até 639/640,Uberaba,Curitiba/PR,81550-280
Rua Francisco Dressler,Uberaba,Curitiba/PR,81550-290
Rua Cambucá,Uberaba,Curitiba/PR,81550-300
Rua Alberto Pasqualini,Uberaba,Curitiba/PR,81550-310
Rua Maria de Souza,Uberaba,Curitiba/PR,81550-312
Rua Augusto David de Moraes,Uberaba,Curitiba/PR,81550-315
Rua do Guairicana,Uberaba,Curitiba/PR,81550-320
Rua do Guarumbi - até 84/85,Uberaba,Curitiba/PR,81550-330
Rua do Tupipiá,Uberaba,Curitiba/PR,81550-340
Rua Mãe do Catira,Uberaba,Curitiba/PR,81550-350
Rua do Camacuan,Uberaba,Curitiba/PR,81550-360
Praça do Anhangava,Uberaba,Curitiba/PR,81550-370
Rua Dalila Lopes Costa,Uberaba,Curitiba/PR,81550-380
Praça Elias Jorge,Uberaba,Curitiba/PR,81550-385
Rua Zacarias Gomes de Souza,Uberaba,Curitiba/PR,81550-390
Rua Gilda Pitarch Forcadell,Uberaba,Curitiba/PR,81550-400
Rua Eunice Bettini Bartoszeck - até 679/680,Uberaba,Curitiba/PR,81550-410
Rua Edson Roberto Oliveira,Uberaba,Curitiba/PR,81550-420
Rua Professor Toshiaki Saito,Uberaba,Curitiba/PR,81550-430
Rua Doutor Fábio Rogério Bertoli Arns - até 139/140,Uberaba,Curitiba/PR,81550-440
Praça Homero Morinobu Oguido,Uberaba,Curitiba/PR,81550-445
Rua Elso Manoel Ribeiro,Uberaba,Curitiba/PR,81550-450
Rua Arminda Volpi Morganti,Uberaba,Curitiba/PR,81550-460
Rua Lacrides Fernandes Santos,Uberaba,Curitiba/PR,81550-470
Rua Luís Carlos Guebur,Uberaba,Curitiba/PR,81550-472
Rua Sargento Luiz Gonzaga Martins Ribas - de 381/382 ao fim,Uberaba,Curitiba/PR,81550-480
Rua Aviador Armin Buhrer - de 601/602 ao fim,Uberaba,Curitiba/PR,81550-490
Rua Olindo Caetani - de 1216/1217 a 2809/2810,Uberaba,Curitiba/PR,81550-500
Rua Nodiran Gonçalves Cordeiro,Uberaba,Curitiba/PR,81550-510
Rua Celso Luiz do Vale,Uberaba,Curitiba/PR,81550-520
Rua Tenente Demosthénes Machado,Uberaba,Curitiba/PR,81550-530
Rua Lindomar Wenceslau Vieira,Uberaba,Curitiba/PR,81550-532
Rua Ivan Chiamulera,Uberaba,Curitiba/PR,81550-534
Rua Mário Marcondes Lobo,Uberaba,Curitiba/PR,81550-535
Rua Emílio Behling Filho,Uberaba,Curitiba/PR,81550-540
Rua Francisco de Paula Gonzaga,Uberaba,Curitiba/PR,81550-542
Rua José de Oliveira Castilho,Uberaba,Curitiba/PR,81550-544
Rua Antônio Dias Barbosa,Uberaba,Curitiba/PR,81550-546
Rua Sofia Bora,Uberaba,Curitiba/PR,81550-548
Rua Lourival Cordeiro,Uberaba,Curitiba/PR,81550-550
Rua Monalisa Stefani,Uberaba,Curitiba/PR,81550-552
Rua Canuto Calmon Martins de Almeida,Uberaba,Curitiba/PR,81550-554
Rua Ivone Espírito Santo Garcia,Uberaba,Curitiba/PR,81550-560
Rua Dino Brassac,Uberaba,Curitiba/PR,81550-562
Rua Manoela Stier Reiss,Uberaba,Curitiba/PR,81550-564
Rua Joanina Oliveira de Andrade,Uberaba,Curitiba/PR,81550-570
Rua Laércio Nakashima,Uberaba,Curitiba/PR,81550-572
Rua Professora Ada Pires de Oliveira,Uberaba,Curitiba/PR,81550-574
Rua Haroldo Rodrigues,Uberaba,Curitiba/PR,81550-575
Rua Aviador Pierre-Henri Clostermann,Uberaba,Curitiba/PR,81550-576
Rua Julieta Abrão Sado,Uberaba,Curitiba/PR,81550-580
Travessa Hélio Segantini,Uberaba,Curitiba/PR,81550-590
Travessa Irmão Paulo Wodonos,Uberaba,Curitiba/PR,81550-600
Rua Acil Lourenço da Cruz,Uberaba,Curitiba/PR,81550-610
Rua Miguel Geara,Uberaba,Curitiba/PR,81550-612
Rua Theodoro Bordignon,Uberaba,Curitiba/PR,81550-614
Rua Tanimatsu Hamasaki,Uberaba,Curitiba/PR,81550-620
Avenida Comendador Franco - de 5011/5012 a 7264/7265,Uberaba,Curitiba/PR,81560-000
Avenida Comendador Franco - de 7266/7267 ao fim,Uberaba,Curitiba/PR,81560-001
Rua Manoel Soares Gomes,Uberaba,Curitiba/PR,81560-010
Rua João Antônio Prosdócimo,Uberaba,Curitiba/PR,81560-020
Rua Araticum,Uberaba,Curitiba/PR,81560-030
Rua Cocos,Uberaba,Curitiba/PR,81560-040
Rua Maximo Asinelli,Uberaba,Curitiba/PR,81560-050
Rua Pitangas,Uberaba,Curitiba/PR,81560-060
Rua Maracujás,Uberaba,Curitiba/PR,81560-070
Rua Engenheiro Ademar Munhoz,Uberaba,Curitiba/PR,81560-080
Rua Alcides Mauro,Uberaba,Curitiba/PR,81560-085
Rua Lídio Bolzani,Uberaba,Curitiba/PR,81560-090
Rua Ivo Ferro - de 251/252 ao fim,Uberaba,Curitiba/PR,81560-100
Rua dos Contabilistas,Uberaba,Curitiba/PR,81560-110
Rua Carambolas,Uberaba,Curitiba/PR,81560-120
Rua Adolfo Werneck,Uberaba,Curitiba/PR,81560-130
Rua Henrique Mehl,Uberaba,Curitiba/PR,81560-140
Rua Gabirobas,Uberaba,Curitiba/PR,81560-150
Rua Cidra,Uberaba,Curitiba/PR,81560-160
Rua Júlio Maito Sobrinho,Uberaba,Curitiba/PR,81560-170
Rua Ignez Romfeld Otto,Uberaba,Curitiba/PR,81560-175
Rua Jaboticabas,Uberaba,Curitiba/PR,81560-180
Rua Jacas,Uberaba,Curitiba/PR,81560-190
Rua Guaraná,Uberaba,Curitiba/PR,81560-200
Rua Adélia Vicentini Dizaró,Uberaba,Curitiba/PR,81560-205
Rua Pinha,Uberaba,Curitiba/PR,81560-210
Rua General Severiano da Fonseca,Uberaba,Curitiba/PR,81560-220
Rua Rosa Mehl,Uberaba,Curitiba/PR,81560-230
Rua Helena Andretta de Oliveira,Uberaba,Curitiba/PR,81560-235
Rua Germano Mehl,Uberaba,Curitiba/PR,81560-240
Rua Rubyn Hein,Uberaba,Curitiba/PR,81560-250
Rua Ortigueira,Uberaba,Curitiba/PR,81560-260
Rua Vadeco Suit,Uberaba,Curitiba/PR,81560-270
Rua Agostinho Ângelo Trevisan,Uberaba,Curitiba/PR,81560-280
Rua Oswaldo Stephanes,Uberaba,Curitiba/PR,81560-285
Rua Glauber Rocha,Uberaba,Curitiba/PR,81560-290
Rua João Maria Leandro,Uberaba,Curitiba/PR,81560-300
Rua Alfredo Rafael da Silva,Uberaba,Curitiba/PR,81560-310
Rua Bento Cego,Uberaba,Curitiba/PR,81560-320
Rua Diomar Wambier,Uberaba,Curitiba/PR,81560-330
Rua Luiz Gallieri,Uberaba,Curitiba/PR,81560-340
Rua Alberto Heyn,Uberaba,Curitiba/PR,81560-350
Rua Augusto Zibarth,Uberaba,Curitiba/PR,81560-360
Rua Lázaro Nini de Campos,Uberaba,Curitiba/PR,81560-370
Rua Melão,Uberaba,Curitiba/PR,81560-380
Rua Mangaba,Uberaba,Curitiba/PR,81560-390
Rua Melancias,Uberaba,Curitiba/PR,81560-400
Rua Cacau,Uberaba,Curitiba/PR,81560-410
Rua Butiá,Uberaba,Curitiba/PR,81560-420
Rua Lima,Uberaba,Curitiba/PR,81560-430
Rua Louis Esquier,Uberaba,Curitiba/PR,81560-440
Rua Maurício Thá,Uberaba,Curitiba/PR,81560-450
Rua Eurides Maciel de Almeida,Uberaba,Curitiba/PR,81560-460
Rua Cajá-manga - até 714/715,Uberaba,Curitiba/PR,81560-470
Rua Romã,Uberaba,Curitiba/PR,81560-480
Rua Jambo,Uberaba,Curitiba/PR,81560-490
Rua Aracaçu,Uberaba,Curitiba/PR,81560-500
Rua Buruti,Uberaba,Curitiba/PR,81560-510
Rua Sargento Oswaldo Bond,Uberaba,Curitiba/PR,81560-520
Rua Sargento Luiz Gonzaga Martins Ribas - até 379/380,Uberaba,Curitiba/PR,81560-530
Rua Aviador Armin Buhrer - até 599/600,Uberaba,Curitiba/PR,81560-540
Rua Adão Lauro Vargas,Uberaba,Curitiba/PR,81560-550
Rua Esperidião Kalluf,Uberaba,Curitiba/PR,81560-560
Rua Gebran Kalluf,Uberaba,Curitiba/PR,81560-570
Rua Antônio Calheiro Rodrigues,Uberaba,Curitiba/PR,81560-580
Rua Subtenente Francisco Hierro,Uberaba,Curitiba/PR,81560-590
Rua Assad Zacarias,Uberaba,Curitiba/PR,81560-600
Rua Amauri Mauad Guérios,Uberaba,Curitiba/PR,81560-610
Rua Velcy Bolívar Grandó,Uberaba,Curitiba/PR,81560-615
Rua Jacob Brandalise,Uberaba,Curitiba/PR,81560-620
Rua Luiza Gasola Santi,Uberaba,Curitiba/PR,81560-630
Rua Santo Aníbal Maria Difrancia,Uberaba,Curitiba/PR,81560-640
Praça Renato Russo,Uberaba,Curitiba/PR,81560-645
Rua José Fernandes Alves,Uberaba,Curitiba/PR,81560-650
Rua General Arnaldo dos Santos,Uberaba,Curitiba/PR,81560-653
Rua Amosis Correia de Freitas,Uberaba,Curitiba/PR,81560-660
Rua Plínio Algacyr Montanari,Uberaba,Curitiba/PR,81560-670
Praça da Amizade,Uberaba,Curitiba/PR,81560-680
Rua Trofi André Aquim,Uberaba,Curitiba/PR,81560-690
Rua Eduardo Victor Piechnik,Uberaba,Curitiba/PR,81560-700
Rua Swami Vivekananda,Uberaba,Curitiba/PR,81560-710
Rua Arlindo Scaramuzza,Uberaba,Curitiba/PR,81560-720
Rua Diomar David Dalledone Júnior,Uberaba,Curitiba/PR,81560-730
Rua Ivo Pereira de Carvalho,Uberaba,Curitiba/PR,81560-740
Rua Miguel Rybinski,Uberaba,Curitiba/PR,81560-750
Rua Maria Elisabete Herrera,Uberaba,Curitiba/PR,81560-760
Rua Euclides Padilha dos Santos,Uberaba,Curitiba/PR,81560-770
Rua Elígio Lorenzon,Uberaba,Curitiba/PR,81560-780
Avenida Senador Salgado Filho - de 2661/2662 a 3759/3760,Uberaba,Curitiba/PR,81570-000
Avenida Senador Salgado Filho - de 3761/3762 a 5109/5110,Uberaba,Curitiba/PR,81570-001
Rua Doutor Júlio Farah,Uberaba,Curitiba/PR,81570-010
Rua José Rietmeyer - lado ímpar,Uberaba,Curitiba/PR,81570-014
Rua Alípio Schamne,Uberaba,Curitiba/PR,81570-020
Rua Pedro Locatelli Júnior,Uberaba,Curitiba/PR,81570-030
Rua Flávio Mariano Ribas,Uberaba,Curitiba/PR,81570-040
Rua Newton de Souza e Silva,Uberaba,Curitiba/PR,81570-050
Rua Santa Brígida,Uberaba,Curitiba/PR,81570-060
Rua Antônio Brandalize,Uberaba,Curitiba/PR,81570-070
Rua Doutor Hamilton Dybowicz,Uberaba,Curitiba/PR,81570-080
Rua Isac de Oliveira,Uberaba,Curitiba/PR,81570-090
Rua Guiroku Gastão Ayabe,Uberaba,Curitiba/PR,81570-092
Rua Sargento Carlos Argemiro de Camargo,Uberaba,Curitiba/PR,81570-100
Rua Doutor Gonzaga de Campos,Uberaba,Curitiba/PR,81570-110
Jardinete Célio José Pivova,Uberaba,Curitiba/PR,81570-120
Rua Pacífico Guimarães Teixeira Filho,Uberaba,Curitiba/PR,81570-130
Rua Doutor Euzébio de Oliveira,Uberaba,Curitiba/PR,81570-140
Rua Major Inácio Gomes da Costa,Uberaba,Curitiba/PR,81570-150
Rua Coronel José Carvalho de Oliveira,Uberaba,Curitiba/PR,81570-160
Rua Clóvis Beviláqua Sobrinho,Uberaba,Curitiba/PR,81570-170
Rua Padre Júlio Saavedra,Uberaba,Curitiba/PR,81570-180
Rua Sargento Tadeu Czocher,Uberaba,Curitiba/PR,81570-190
Rua Mário Mendes de Lara,Uberaba,Curitiba/PR,81570-200
Rua Antônio Daniel Dalcuche Filho,Uberaba,Curitiba/PR,81570-210
Rua Reinoldo Scherner,Uberaba,Curitiba/PR,81570-220
Rua Francisco Simas,Uberaba,Curitiba/PR,81570-230
Rua Antônio Bodzinski,Uberaba,Curitiba/PR,81570-232
Rua Paulo Jacomel,Uberaba,Curitiba/PR,81570-240
Rua André Moliterno,Uberaba,Curitiba/PR,81570-250
Rua Syrth Requião Pereira,Uberaba,Curitiba/PR,81570-260
Rua Francisco Timóteo de Simas,Uberaba,Curitiba/PR,81570-270
Rua Doutor Manoel Magalhães de Abreu,Uberaba,Curitiba/PR,81570-280
Rua Doutor João de Paula Moura Brito,Uberaba,Curitiba/PR,81570-290
Rua Gabriel Arns,Uberaba,Curitiba/PR,81570-300
Rua Egydio Pilotto,Uberaba,Curitiba/PR,81570-310
Rua Benedito Antunes de Oliveira,Uberaba,Curitiba/PR,81570-320
Rua Elias Moyses Schelela,Uberaba,Curitiba/PR,81570-330
Rua Simão Brante - até 1259/1260,Uberaba,Curitiba/PR,81570-340
Rua Professor Oscar Osvaldo Jasper,Uberaba,Curitiba/PR,81570-350
Rua Antônio Jonque Filho,Uberaba,Curitiba/PR,81570-360
Rua Rafael Arcanjo Machado,Uberaba,Curitiba/PR,81570-370
Rua Alphonse Daudet,Uberaba,Curitiba/PR,81570-380
Rua Salomão Elias Feder - até 1159/1160,Uberaba,Curitiba/PR,81570-390
Rua Wladimir Kozak,Uberaba,Curitiba/PR,81570-400
Rua Guilherme Marconcin,Uberaba,Curitiba/PR,81570-410
Rua Demétrio Lezan,Uberaba,Curitiba/PR,81570-420
Rua Canal Belém - de 5621 a 7481 - lado ímpar,Uberaba,Curitiba/PR,81570-430
Rua Presidente Wilson,Uberaba,Curitiba/PR,81570-440
Rua Luiz Celso Bornancin,Uberaba,Curitiba/PR,81570-450
Rua João Kozera,Uberaba,Curitiba/PR,81570-460
Rua Diniz Joaquim Geremias,Uberaba,Curitiba/PR,81570-470
Rua Otávio Pinto,Uberaba,Curitiba/PR,81570-480
Rua Manoel dos Santos,Uberaba,Curitiba/PR,81570-490
Rua Joel Pedrini,Uberaba,Curitiba/PR,81570-500
Rua Lodir Culpi,Uberaba,Curitiba/PR,81570-502
Rua Júlio Pasa,Uberaba,Curitiba/PR,81570-510
Rua Simone Dal Toso,Uberaba,Curitiba/PR,81570-520
Rua Adolfo Pikussa,Uberaba,Curitiba/PR,81570-530
Rua Aristeu Martins,Uberaba,Curitiba/PR,81570-540
Travessa Ferreira,Uberaba,Curitiba/PR,81570-550
Rua Carlos César Bruning,Uberaba,Curitiba/PR,81570-560
Avenida Senador Salgado Filho - de 5111/5112 ao fim,Uberaba,Curitiba/PR,81580-000
Rua Rodolfo Bernardelli,Uberaba,Curitiba/PR,81580-010
Rua Atílio Dal Negro,Uberaba,Curitiba/PR,81580-020
Rua Doutor Sérgio Francisco de Souza Castro,Uberaba,Curitiba/PR,81580-030
Rua Salomão Elias Feder - de 1161/1162 ao fim,Uberaba,Curitiba/PR,81580-040
Rua Amenaide Pereira dos Santos,Uberaba,Curitiba/PR,81580-050
Rua Rosina Sanson Pereira Pinto,Uberaba,Curitiba/PR,81580-060
Rua Francisco José Martin,Uberaba,Curitiba/PR,81580-070
Rua Sílvio da Maia Moreira,Uberaba,Curitiba/PR,81580-080
Rua Gregório Gomes de Oliveira,Uberaba,Curitiba/PR,81580-090
Rua Simão Brante - de 1261/1262 ao fim,Uberaba,Curitiba/PR,81580-100
Rua Theodoro Martins,Uberaba,Curitiba/PR,81580-110
Rua Simão Guebur,Uberaba,Curitiba/PR,81580-120
Rua Dona Bárbara Cid,Uberaba,Curitiba/PR,81580-130
Rua Rosa Sahagoff,Uberaba,Curitiba/PR,81580-140
Rua Amadeu Cipriano da Silva,Uberaba,Curitiba/PR,81580-150
Rua Hélio Cardoso Veríssimo,Uberaba,Curitiba/PR,81580-160
Rua José Gomes de Mello,Uberaba,Curitiba/PR,81580-170
Jardinete Amurity Rodrigues,Uberaba,Curitiba/PR,81580-175
Rua Ariane Maria França de Souza,Uberaba,Curitiba/PR,81580-176
Rua Luiz Carlos Mueller,Uberaba,Curitiba/PR,81580-178
Rua Antônio Xavier Marinho,Uberaba,Curitiba/PR,81580-179
Rua Paulo Szpak,Uberaba,Curitiba/PR,81580-180
Rua Canal Belém - de 7483 ao fim - lado ímpar,Uberaba,Curitiba/PR,81580-190
Rua Zulmira Bacila,Uberaba,Curitiba/PR,81580-200
Rua Antônio Petrini,Uberaba,Curitiba/PR,81580-210
Rua Ladislau Smak,Uberaba,Curitiba/PR,81580-220
Rua Professor Francisco Mendes,Uberaba,Curitiba/PR,81580-230
Rua Capitão Antônio Naufal,Uberaba,Curitiba/PR,81580-240
Rua Doutor Simão Kossobudski - até 599/600,Uberaba,Curitiba/PR,81580-250
Rua Arthur Nepomuceno,Uberaba,Curitiba/PR,81580-260
Rua Mendes Gonçalves,Uberaba,Curitiba/PR,81580-270
Rua Cândido Rodeiro Esteves,Uberaba,Curitiba/PR,81580-272
Rua Pedro Saturnino,Uberaba,Curitiba/PR,81580-280
Rua Thales Saldanha,Uberaba,Curitiba/PR,81580-290
Rua Tenente-Coronel Benjamin Lage,Uberaba,Curitiba/PR,81580-300
Rua Clóvis do Espiríto Santo,Uberaba,Curitiba/PR,81580-302
Rua Antônio Luiz Ribeiro,Uberaba,Curitiba/PR,81580-304
Rua Agenor Emílio da Rocha,Uberaba,Curitiba/PR,81580-306
Rua Pedro Pacheco,Uberaba,Curitiba/PR,81580-310
Rua Pedro Aloys Scherer,Uberaba,Curitiba/PR,81580-320
Rua José Hauer - até 609/610,Uberaba,Curitiba/PR,81580-330
Rua Raul Menssig,Uberaba,Curitiba/PR,81580-340
Rua José Gadzalinski,Uberaba,Curitiba/PR,81580-350
Rua Nicanor Acyr Milano,Uberaba,Curitiba/PR,81580-360
Rua Antônio Andriguetto,Uberaba,Curitiba/PR,81580-370
Rua Rita Ana de Cássia,Uberaba,Curitiba/PR,81580-380
Rua América da Costa Sabóia,Uberaba,Curitiba/PR,81580-390
Rua Waldemar Pereira da Silva,Uberaba,Curitiba/PR,81580-400
Rua Maria Neuza Cordeiro,Uberaba,Curitiba/PR,81580-402
Rua Adelaide Mattana Villa,Uberaba,Curitiba/PR,81580-410
Rua Graciette Salmon,Uberaba,Curitiba/PR,81580-420
Rua Natalina Cordeiro,Uberaba,Curitiba/PR,81580-430
Rua Tenente Antônio Miranda Marques,Uberaba,Curitiba/PR,81580-440
Rua Américo Firmino de Toledo,Uberaba,Curitiba/PR,81580-450
Rua Arlindo Natal,Uberaba,Curitiba/PR,81580-460
Rua Ewaldo Nickel,Uberaba,Curitiba/PR,81580-470
Rua Victor Meireles,Uberaba,Curitiba/PR,81580-480
Rua Antônio Simões Cardoso,Uberaba,Curitiba/PR,81580-490
Rua José Luciano de Pauli,Uberaba,Curitiba/PR,81580-500
Rua Felício Zibarth,Uberaba,Curitiba/PR,81580-510
Rua Darcy Ferreira Andrade,Uberaba,Curitiba/PR,81580-520
Rua Edgard Lickfeldt,Uberaba,Curitiba/PR,81580-530
Rua Engenheiro Linneu Ratton,Uberaba,Curitiba/PR,81580-540
Rua Olindo Caetani - de 2811/2812 ao fim,Uberaba,Curitiba/PR,81580-550
Rua José Zap,Uberaba,Curitiba/PR,81580-560
Rua Annita Nemetz Müller,Uberaba,Curitiba/PR,81580-570
Rua Matias Cadori,Uberaba,Curitiba/PR,81590-000
Rua Padre Cláudio Arenal,Uberaba,Curitiba/PR,81590-010
Rua Antônio Carlos Suplicy de Lacerda,Uberaba,Curitiba/PR,81590-011
Rua Professor Luiz Carlos de Andrade Lima,Uberaba,Curitiba/PR,81590-012
Rua Doutor Delbos Zola Leodoro da Silva,Uberaba,Curitiba/PR,81590-013
Rua Engenheiro Raul Gomes do Amaral Junior,Uberaba,Curitiba/PR,81590-014
Rua Maria da Luz Rosário Gonçalves,Uberaba,Curitiba/PR,81590-015
Rua Vereador Aziz Abdala Domingos,Uberaba,Curitiba/PR,81590-016
Rua Lalo Ferreira,Uberaba,Curitiba/PR,81590-017
Rua Cid José dos Santos,Uberaba,Curitiba/PR,81590-020
Rua Áurea da Silva Senff,Uberaba,Curitiba/PR,81590-025
Rua Milton Machado,Uberaba,Curitiba/PR,81590-030
Rua Waldomiro Daldigan,Uberaba,Curitiba/PR,81590-040
Rua Guilherme Canto Darin,Uberaba,Curitiba/PR,81590-042
Rua Lourdes Erzinger Correia,Uberaba,Curitiba/PR,81590-045
Rua Benjamin Gelinski,Uberaba,Curitiba/PR,81590-050
Rua Atílio Pioto,Uberaba,Curitiba/PR,81590-060
Rua Pelaguia Lipinski Mikos,Uberaba,Curitiba/PR,81590-065
Rua Soldado Vicente Pereira Miranda,Uberaba,Curitiba/PR,81590-070
Rua Pastor Arlindo Antônio Herter,Uberaba,Curitiba/PR,81590-080
Rua Ibitirati,Uberaba,Curitiba/PR,81590-090
Rua Abóbora - de 641/642 ao fim,Uberaba,Curitiba/PR,81590-100
Rua Pedro Braz,Uberaba,Curitiba/PR,81590-110
Rua Manoel Maurício da Silva,Uberaba,Curitiba/PR,81590-120
Rua Delourdes Loiola de Paula,Uberaba,Curitiba/PR,81590-130
Rua Ladislau Paszkiewicz,Uberaba,Curitiba/PR,81590-140
Rua Rafael Mischiatti,Uberaba,Curitiba/PR,81590-150
Rua Anna Kloster Guimarães,Uberaba,Curitiba/PR,81590-160
Rua Walter Jorge de Paiva,Uberaba,Curitiba/PR,81590-170
Rua Eunice Bettini Bartoszeck - de 681/682 ao fim,Uberaba,Curitiba/PR,81590-180
Rodovia BR-277 Curitiba-Paranaguá - de 4952 a 6446 - lado par (trecho posterior pertence a(o) São José dos Pinhais),Uberaba,Curitiba/PR,81590-185
Rua Vereador Douglas Godoy,Uberaba,Curitiba/PR,81590-190
Rua Guilherme Walter Lowry,Uberaba,Curitiba/PR,81590-200
Rua Aristides César de Oliveira Filho,Uberaba,Curitiba/PR,81590-210
Rua Ângelo Maschio,Uberaba,Curitiba/PR,81590-220
Rua Aguiomar Komar Vilharva,Uberaba,Curitiba/PR,81590-230
Rua Deputado Tenório Cavalcanti,Uberaba,Curitiba/PR,81590-240
Rua Alodir Dalla Marta,Uberaba,Curitiba/PR,81590-245
Rua Ana Félix Hauser,Uberaba,Curitiba/PR,81590-246
Rua Francisco Licnerski,Uberaba,Curitiba/PR,81590-250
Rua Luiz Sérgio Schatzmann,Uberaba,Curitiba/PR,81590-255
Rua Luiz Antônio de Andrade Vieira,Uberaba,Curitiba/PR,81590-260
Praça Paulino José Schmitt,Uberaba,Curitiba/PR,81590-262
Rua Tereza Haisi Lupinski,Uberaba,Curitiba/PR,81590-270
