Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua Francisco Matzeck,Santa Felicidade,Curitiba/PR,82015-730
Rua Stelinha Egg,Santa Felicidade,Curitiba/PR,82015-735
Rua Ângelo Dallarmi,Santa Felicidade,Curitiba/PR,82015-750
Rua Lindolfo Pasquali,Santa Felicidade,Curitiba/PR,82015-770
Rua Júlia Borges de Freitas Wichinheski,Santa Felicidade,Curitiba/PR,82015-790
Rua Estelita Sarraf Scorsin,Santa Felicidade,Curitiba/PR,82015-810
Rua Felipe Vitola,Santa Felicidade,Curitiba/PR,82020-240
Rua Osmar Dias Fernandes,Santa Felicidade,Curitiba/PR,82020-242
Rua José Valle,Santa Felicidade,Curitiba/PR,82020-250
Rua Frederico Barz,Santa Felicidade,Curitiba/PR,82020-260
Rua Pedro Romano Durigan,Santa Felicidade,Curitiba/PR,82020-270
Rua Lauro Esmanhoto,Santa Felicidade,Curitiba/PR,82020-275
Rua Padre Tiago Alberione,Santa Felicidade,Curitiba/PR,82020-280
Rua Clara Hepp Müller,Santa Felicidade,Curitiba/PR,82020-285
Rua Otávio Bressan,Santa Felicidade,Curitiba/PR,82020-290
Rua Almerindo Pereira da Silva,Santa Felicidade,Curitiba/PR,82020-300
Rua Doutor José Cadilhe de Oliveira,Santa Felicidade,Curitiba/PR,82020-302
Rua Binem Schechter,Santa Felicidade,Curitiba/PR,82020-310
Rua Leão Zeigelboim,Santa Felicidade,Curitiba/PR,82020-320
Rua Amália Túlio Costa,Santa Felicidade,Curitiba/PR,82020-330
Rua Esídio Orlando Fabri,Santa Felicidade,Curitiba/PR,82020-345
Rua Ernesto Durigan,Santa Felicidade,Curitiba/PR,82020-390
Rua Tereza Luka,Santa Felicidade,Curitiba/PR,82020-395
Rua Capitão Antônio Pedri,Santa Felicidade,Curitiba/PR,82020-400
Rua Professora Regina Ambrósio Pimentel,Santa Felicidade,Curitiba/PR,82020-405
Rua José Benato,Santa Felicidade,Curitiba/PR,82020-410
Rua Emílio Belloni,Santa Felicidade,Curitiba/PR,82020-420
Rua Venâncio Trevisan Netto,Santa Felicidade,Curitiba/PR,82020-430
Rua Ruy de Santis,Santa Felicidade,Curitiba/PR,82020-440
Rua João Menegusso,Santa Felicidade,Curitiba/PR,82020-450
Rua Ângelo Domingos Durigan - de 751 a 1539 - lado ímpar,Santa Felicidade,Curitiba/PR,82020-452
Rua José das Chagas Lima,Santa Felicidade,Curitiba/PR,82020-460
Rua Henrique da Cunha Mello,Santa Felicidade,Curitiba/PR,82020-465
Rua Via Veneto - até 1704/1705,Santa Felicidade,Curitiba/PR,82020-470
Terminal Santa Felicidade,Santa Felicidade,Curitiba/PR,82020-475
Rua Ângelo Slompo,Santa Felicidade,Curitiba/PR,82020-480
Rua Santa Bertila Boscardin,Santa Felicidade,Curitiba/PR,82020-490
Praça Piazza San Marco,Santa Felicidade,Curitiba/PR,82020-492
Rua Christina Dresch Vialle,Santa Felicidade,Curitiba/PR,82020-495
Rua João Dalla Stella,Santa Felicidade,Curitiba/PR,82020-500
Rua Marcos Mocellin,Santa Felicidade,Curitiba/PR,82020-510
Rua Vereador Jobar Cassou,Santa Felicidade,Curitiba/PR,82020-520
Rua Affonso Reffo,Santa Felicidade,Curitiba/PR,82020-525
Rua Taranto,Santa Felicidade,Curitiba/PR,82020-530
Rua João Natal Slompo,Santa Felicidade,Curitiba/PR,82020-535
Rua João Jacob Manfron,Santa Felicidade,Curitiba/PR,82020-540
Rua Treviso,Santa Felicidade,Curitiba/PR,82020-550
Rua Lombardo Furlan,Santa Felicidade,Curitiba/PR,82020-555
Rua Marchanjo Bianchini,Santa Felicidade,Curitiba/PR,82020-560
Rua Vinte e Oito de Outubro,Santa Felicidade,Curitiba/PR,82020-570
Rua Augusto Mocelin,Santa Felicidade,Curitiba/PR,82020-580
Rua Coronel Carlos Vieira de Camargo,Santa Felicidade,Curitiba/PR,82020-590
Rua Izaias Belloni,Santa Felicidade,Curitiba/PR,82020-600
Rua Pedro Dalla Stella,Santa Felicidade,Curitiba/PR,82020-610
Rua Pedro Ribeiro dos Santos,Santa Felicidade,Curitiba/PR,82020-620
Rua Vicenza,Santa Felicidade,Curitiba/PR,82020-630
Rua Odilon Negrão,Santa Felicidade,Curitiba/PR,82020-640
Rua João Vendramin,Santa Felicidade,Curitiba/PR,82020-650
Rua João Ravanello,Santa Felicidade,Curitiba/PR,82020-660
Rua Germano Roggenbaum,Santa Felicidade,Curitiba/PR,82020-670
Rua Valério Haisi,Santa Felicidade,Curitiba/PR,82020-680
Rua Sanremo,Santa Felicidade,Curitiba/PR,82020-690
Rua Padova,Santa Felicidade,Curitiba/PR,82020-700
Rua Pisa,Santa Felicidade,Curitiba/PR,82020-710
Rua Neuraci Neves do Nascimento,Santa Felicidade,Curitiba/PR,82020-720
Rua Francisco Manfron,Santa Felicidade,Curitiba/PR,82020-730
Jardinete Michelangelo,Santa Felicidade,Curitiba/PR,82020-740
Rua Rafael Rodrigo Zanella,Santa Felicidade,Curitiba/PR,82020-750
Rua Lorenço Costa,Santa Felicidade,Curitiba/PR,82020-760
Rua Agathe Bárbara Barz,Santa Felicidade,Curitiba/PR,82020-770
Rua José Pedroso de Moraes,Santa Felicidade,Curitiba/PR,82020-772
Rua Maestro Osvaldo Hohmann,Santa Felicidade,Curitiba/PR,82020-774
Rua Subtenente Antônio Pinto Portugal,Santa Felicidade,Curitiba/PR,82020-790
"Avenida Manoel Ribas, 5631 Clique e Retire Correios

AC Santa Felicidade Clique e Retire",Santa Felicidade,Curitiba/PR,82020-959
"Avenida Manoel Ribas, 5631

AC Santa Felicidade",Santa Felicidade,Curitiba/PR,82020-970
Rua Professora Maria Brígida Noronha dos Santos,Cascatinha,Curitiba/PR,82025-010
Rua Antônio de Paula França,Cascatinha,Curitiba/PR,82025-020
Rua Juvenal dos Santos,Cascatinha,Curitiba/PR,82025-030
Rua Vicente Marcos Brusamolin,Cascatinha,Curitiba/PR,82025-040
Rua Walfrido Ferreira de Andrade,Cascatinha,Curitiba/PR,82025-050
Rua Lauro Mallin,Cascatinha,Curitiba/PR,82025-060
Rua Doutor Tarcílio Gaziri,Cascatinha,Curitiba/PR,82025-070
Rua Professor Kydd James Galliano,Cascatinha,Curitiba/PR,82025-080
Rua Leocádio Júlio de Assumpção,Cascatinha,Curitiba/PR,82025-090
Rua Ângelo Domingos Durigan - até 749/750,Cascatinha,Curitiba/PR,82025-100
Rua Verona,Cascatinha,Curitiba/PR,82025-101
Rua Palermo,Cascatinha,Curitiba/PR,82025-102
Rua Bologna,Cascatinha,Curitiba/PR,82025-103
Rua Rovigo,Cascatinha,Curitiba/PR,82025-104
Rua Ângelo Domingos Durigan - de 752 a 1538 - lado par,Cascatinha,Curitiba/PR,82025-105
Rua Antônio Falcão,Cascatinha,Curitiba/PR,82025-110
Rua Antônio Folly Primo,Cascatinha,Curitiba/PR,82025-120
Rua Genoveva Simões Falcão,Cascatinha,Curitiba/PR,82025-130
Rua Professor Rodolfo Wolf,Cascatinha,Curitiba/PR,82025-135
Rua Olympio Trombini,Cascatinha,Curitiba/PR,82025-140
Rua Constantino Falcão,Cascatinha,Curitiba/PR,82025-150
Praça Francisco Falcão de Jesus,Cascatinha,Curitiba/PR,82025-151
Avenida Manoel Ribas - de 3331/3332 a 4555/4556,Cascatinha,Curitiba/PR,82025-160
Rua José Lass,Cascatinha,Curitiba/PR,82025-170
Rua Emma Pschera Lass,Cascatinha,Curitiba/PR,82025-180
Rua David Martins Lass,Cascatinha,Curitiba/PR,82025-190
Rua Abrão Abib Andraus,Cascatinha,Curitiba/PR,82025-200
Rua Rosa Ceronato Durigan,Cascatinha,Curitiba/PR,82025-210
Rua Romano Durigan,Cascatinha,Curitiba/PR,82025-220
Rua Zília Quadri Merhy,Cascatinha,Curitiba/PR,82025-230
Rua Francisco Boscardin,Cascatinha,Curitiba/PR,82025-240
Rua José Scrickte,Cascatinha,Curitiba/PR,82025-250
Rua Ângelo Trevisan,Cascatinha,Curitiba/PR,82025-255
Rua Flávio de Andrade,Cascatinha,Curitiba/PR,82025-260
Rua Everson Lobo Franco,Cascatinha,Curitiba/PR,82025-262
Rua Nicolau José Gravina - até 1314/1315,Cascatinha,Curitiba/PR,82025-265
Rua Bromélias,Cascatinha,Curitiba/PR,82025-270
Avenida Cândido Hartmann - de 2218 a 3530 - lado par,Cascatinha,Curitiba/PR,82025-272
Rua Professor Francisco Basseti Júnior - até 9998 - lado par,Cascatinha,Curitiba/PR,82025-280
Rua José Maria Wabeski,São João,Curitiba/PR,82030-020
Rua Ari José Valle,São João,Curitiba/PR,82030-025
Rua Onofre Pedro dos Santos,São João,Curitiba/PR,82030-030
Rua Aureliano Azevedo da Silveira,São João,Curitiba/PR,82030-040
Rua João Paulo Bonetti,São João,Curitiba/PR,82030-050
Rua Bernardo Carlberg,São João,Curitiba/PR,82030-060
Rua Antônio Batista Valle,São João,Curitiba/PR,82030-070
Rua Dinarte Caprilhone,São João,Curitiba/PR,82030-080
Rua Santo Zonatto,São João,Curitiba/PR,82030-090
Rua Francisco Hernandes Bastida,São João,Curitiba/PR,82030-100
Rua Professor Antônio Carlos Raimundo,São João,Curitiba/PR,82030-110
Praça Walter Moacir Ferri,São João,Curitiba/PR,82030-115
Rua Savona,São João,Curitiba/PR,82030-120
Rua Professor Luiz Benício da Silva Bastos,São João,Curitiba/PR,82030-130
Rua Alfredo Muraro,São João,Curitiba/PR,82030-132
Rua Angelo Muraro,São João,Curitiba/PR,82030-133
Rua Catharina Zampieri Muraro,São João,Curitiba/PR,82030-135
Rua Ângelo Domingos Durigan - de 1540/1541 ao fim,São João,Curitiba/PR,82030-137
Rua Ilha de Capri,São João,Curitiba/PR,82030-140
Rua Ferrara,São João,Curitiba/PR,82030-150
Rua Cagliari,São João,Curitiba/PR,82030-160
Rua Napoli,São João,Curitiba/PR,82030-170
Rua Bergamo,São João,Curitiba/PR,82030-172
Rua Bassamo de Grappa,Santa Felicidade,Curitiba/PR,82030-180
Rua Nossa Senhora Consolada,Santa Felicidade,Curitiba/PR,82030-190
Rua Hilário Valle,Santa Felicidade,Curitiba/PR,82030-200
Rua João Valle,Santa Felicidade,Curitiba/PR,82030-210
Rua Antônio Valle,Santa Felicidade,Curitiba/PR,82030-220
Rua Doutor Leão Mocellin,Santa Felicidade,Curitiba/PR,82030-230
Rua Luiz Stival,Santa Felicidade,Curitiba/PR,82030-240
Rua Frederico Menegusso,Santa Felicidade,Curitiba/PR,82030-245
Rua Auguste Comte,Santa Felicidade,Curitiba/PR,82030-250
Rua Terra Boa,Santa Felicidade,Curitiba/PR,82030-260
Jardinete Professora Pórcia Guimarães Alves,Santa Felicidade,Curitiba/PR,82030-262
Rua João Benato Valle,Santa Felicidade,Curitiba/PR,82030-270
Rua Anair Balla,Santa Felicidade,Curitiba/PR,82030-272
Rua Paulo Wasserman,Santa Felicidade,Curitiba/PR,82030-274
Rua Alberto Zonato,Santa Felicidade,Curitiba/PR,82030-276
Rua Dartagnan Vargas,Santa Felicidade,Curitiba/PR,82030-278
Rua Citadella,Santa Felicidade,Curitiba/PR,82030-280
Rua Benjamim Mosselin,Santa Felicidade,Curitiba/PR,82030-282
Rua Francisco Dallalibera - até 1599/1600,Santa Felicidade,Curitiba/PR,82030-290
Rua Lúcia Peruci Mocelin,Santa Felicidade,Curitiba/PR,82030-292
Rua Emílio Alexandrino da Silva,Santa Felicidade,Curitiba/PR,82030-300
Rua Jacob Basso,Santa Felicidade,Curitiba/PR,82030-310
Rua Saturnino Miranda,Santa Felicidade,Curitiba/PR,82030-320
Rua Arthur Bindo,Santa Felicidade,Curitiba/PR,82030-330
Rua Maria Alpalice Zaramella Grande,Santa Felicidade,Curitiba/PR,82030-340
Rua Udine,Santa Felicidade,Curitiba/PR,82030-350
Rua João Strapasson,Santa Felicidade,Curitiba/PR,82030-360
Rua João Ferro,Santa Felicidade,Curitiba/PR,82030-370
Rua Antônio Ferro,Santa Felicidade,Curitiba/PR,82030-380
Rua José Ferro,Santa Felicidade,Curitiba/PR,82030-384
Rua Zacarias Alves de Souza,Santa Felicidade,Curitiba/PR,82030-390
Rua Alberto Balhana,Santa Felicidade,Curitiba/PR,82030-400
Rua Venezia,Santa Felicidade,Curitiba/PR,82030-410
Rua Sebastião Santos,Santa Felicidade,Curitiba/PR,82030-420
Rua Zem Bertapelle,Santa Felicidade,Curitiba/PR,82030-430
Rua João Festa,Santa Felicidade,Curitiba/PR,82030-440
Rua Doutor Mário Esmanhotto,Santa Felicidade,Curitiba/PR,82030-450
Rua Antônio Bartapeli,Santa Felicidade,Curitiba/PR,82030-460
Rua José Túlio,Santa Felicidade,Curitiba/PR,82030-470
Rua Madre Clélia Merloni,Santa Felicidade,Curitiba/PR,82030-480
Rua Natal Pedro Dalla Stella,Santa Felicidade,Curitiba/PR,82030-490
Rua Egídio Antônio Zamilian,Santa Felicidade,Curitiba/PR,82030-500
Rua Pedro Reva,Santa Felicidade,Curitiba/PR,82030-510
Rua Lindamir Pizatto Mazzarotto,Santa Felicidade,Curitiba/PR,82030-520
Rua Rozalina Colodel Durigan,Santa Felicidade,Curitiba/PR,82030-530
Rua Bôrtolo Romani Durigan,Santa Felicidade,Curitiba/PR,82030-550
Rua Cidadania da Santa Felicidade,Santa Felicidade,Curitiba/PR,82030-570
Rua Jornalista Júlio Alípio Beghetto,São João,Curitiba/PR,82030-580
Parque Tingui,São João,Curitiba/PR,82030-585
Rua Carlos Gelenski,São João,Curitiba/PR,82030-590
Rua Doutor Mbá de Ferrante,São João,Curitiba/PR,82030-592
Rua Melchíades Silveira do Valle,São João,Curitiba/PR,82030-600
Rua Professor Werner Adolf Reichen Filho,São João,Curitiba/PR,82030-610
Rua Pedro Muraro,São João,Curitiba/PR,82030-620
Rua Júlia Aurora Zanetti Piovezan,São João,Curitiba/PR,82030-630
Rua Sérgio Roberto Rebello,São João,Curitiba/PR,82030-634
Rua Carlos Augusto Piovezan,São João,Curitiba/PR,82030-640
Rua Graziele Wolf - lado ímpar (lado par pertence a(o) Almirante Tamandaré),São João,Curitiba/PR,82030-642
Avenida Fredolin Wolf - de 1801/1802 a 2839/2840,São João,Curitiba/PR,82030-646
Rua Francisco Affonso da Costa,São João,Curitiba/PR,82030-650
Avenida Fredolin Wolf - de 2841 a 3899 - lado ímpar,São João,Curitiba/PR,82030-680
Rua Luiz Leduc,Vista Alegre,Curitiba/PR,82100-010
Rua Bogumil Radomski,Vista Alegre,Curitiba/PR,82100-020
Rua Guilherme Alberto Hellmuth Seyer,Vista Alegre,Curitiba/PR,82100-030
Rua Alípio Leduc dos Santos,Vista Alegre,Curitiba/PR,82100-040
Rua Itália Giampoli Amatuzzi,Vista Alegre,Curitiba/PR,82100-050
Rua Vitório Sbalqueiro,Vista Alegre,Curitiba/PR,82100-060
Rua Via Vicenza,Vista Alegre,Curitiba/PR,82100-065
Rua José Ingenieros,Vista Alegre,Curitiba/PR,82100-070
Rua Joaquim Gonçalves Ledo,Vista Alegre,Curitiba/PR,82100-080
Rua Professor Osvaldo Kohatsu,Vista Alegre,Curitiba/PR,82100-090
Rua José Abentin,Vista Alegre,Curitiba/PR,82100-100
Rua Willian Walter Atkinson,Vista Alegre,Curitiba/PR,82100-110
Rua Frei Valentin Hella,Vista Alegre,Curitiba/PR,82100-120
Rua Nadzieja Koziol,Vista Alegre,Curitiba/PR,82100-122
Rua Papa João Paulo I,Vista Alegre,Curitiba/PR,82100-130
Rua José Hella,Vista Alegre,Curitiba/PR,82100-140
Rua José Augusto dos Santos - até 9999 - lado ímpar,Vista Alegre,Curitiba/PR,82100-150
Rua Jefferson César,Vista Alegre,Curitiba/PR,82100-160
Rua General Álvaro Braga,Pilarzinho,Curitiba/PR,82100-170
Rua Professor Irland Godoy,Pilarzinho,Curitiba/PR,82100-180
Praça Irene Pereira da Silva (Rosa Pereira),Pilarzinho,Curitiba/PR,82100-185
Rua João Pereira da Silva,Pilarzinho,Curitiba/PR,82100-190
Rua Antônio Stinglin,Pilarzinho,Curitiba/PR,82100-200
Rua Sérgio Pereira da Silva,Pilarzinho,Curitiba/PR,82100-210
Rua Ângelo Vigo,Pilarzinho,Curitiba/PR,82100-220
Rua Coronel João Maria Sobrinho,Pilarzinho,Curitiba/PR,82100-230
Rua Gardênio Scorzato,Pilarzinho,Curitiba/PR,82100-240
Rua José Augusto dos Santos - até 9998 - lado par,Pilarzinho,Curitiba/PR,82100-245
Rua João Brasílio Ribas,Pilarzinho,Curitiba/PR,82100-250
Rua Carlos Garbaccio,Pilarzinho,Curitiba/PR,82100-260
Rua Bertholdo Adam,Pilarzinho,Curitiba/PR,82100-270
Rua Caetano Munhoz da Rocha Filho,Pilarzinho,Curitiba/PR,82100-271
Jardinete Affonso Rauscher,Pilarzinho,Curitiba/PR,82100-273
Rua Elias João Zaruch,Pilarzinho,Curitiba/PR,82100-275
Rua Anna Garcia da Silva,Pilarzinho,Curitiba/PR,82100-276
Rua Padre Ludovico Bronny,Pilarzinho,Curitiba/PR,82100-280
Rua José Domingos Marcondes de Carvalho,Pilarzinho,Curitiba/PR,82100-290
Rua Luiz Marcassa,Pilarzinho,Curitiba/PR,82100-300
Rua Professor José Moscalewski,Pilarzinho,Curitiba/PR,82100-310
Jardinete Jamil Snege,Pilarzinho,Curitiba/PR,82100-312
Rua Cézar Augusto Scandelari,Pilarzinho,Curitiba/PR,82100-320
Rua Cirilo Ortolani,Pilarzinho,Curitiba/PR,82100-330
Rua Leonardo Zillmann,Pilarzinho,Curitiba/PR,82100-340
Rua Reginaldo Antônio Zem,Pilarzinho,Curitiba/PR,82100-350
Rua Helena Brusch Sartori,Pilarzinho,Curitiba/PR,82100-352
Rua Maestro Herrmann,Pilarzinho,Curitiba/PR,82100-360
Rua Ignácio Gbur,Pilarzinho,Curitiba/PR,82100-370
Rua Elvira B. Polak,Pilarzinho,Curitiba/PR,82100-380
Rua São Domingos,Pilarzinho,Curitiba/PR,82100-390
Rua Oscar de Abreu Finkensieper,Pilarzinho,Curitiba/PR,82100-400
Rua Manoel José Pereira,Pilarzinho,Curitiba/PR,82100-410
Rua Francisco Costa,Pilarzinho,Curitiba/PR,82100-420
Rua Moisés Saif,Pilarzinho,Curitiba/PR,82100-430
Rua Thereza Passerino Moura,Pilarzinho,Curitiba/PR,82100-440
Rua Milena Costa,Pilarzinho,Curitiba/PR,82100-450
Rua Raposo Tavares,Pilarzinho,Curitiba/PR,82100-452
Rua André Vigo,Pilarzinho,Curitiba/PR,82100-460
Rua Guilherme Braga de Abreu Pires,Pilarzinho,Curitiba/PR,82100-470
Rua Thereza Darif,Pilarzinho,Curitiba/PR,82100-480
Rua Vista Verde,Pilarzinho,Curitiba/PR,82100-490
Rua Clemente Albini,Pilarzinho,Curitiba/PR,82100-500
Rua Sylseu Pereira Alves,Pilarzinho,Curitiba/PR,82100-510
Rua Thomaz Otto,Pilarzinho,Curitiba/PR,82100-520
Rua Idalina de Carvalho Lima,Pilarzinho,Curitiba/PR,82100-530
Rua Avelino Lucchesi,Pilarzinho,Curitiba/PR,82100-540
Rua Vinte e Cinco de Abril,Pilarzinho,Curitiba/PR,82100-550
Rua Doutor Ivo Reck,Pilarzinho,Curitiba/PR,82100-560
Rua 21 de Julho,Pilarzinho,Curitiba/PR,82100-562
Rua Antenor Pereira,Pilarzinho,Curitiba/PR,82100-570
Rua Miguel Spodaryk,Pilarzinho,Curitiba/PR,82100-580
Rua Agenor Marcola,Pilarzinho,Curitiba/PR,82100-590
Rua Salvador de Mauro,Pilarzinho,Curitiba/PR,82100-600
Rua São Francisco Xavier,Pilarzinho,Curitiba/PR,82100-610
Rua Romão Hofmeister,Pilarzinho,Curitiba/PR,82100-620
Rua Gustav Hermann Strobel,Pilarzinho,Curitiba/PR,82100-630
Rua João Schreiber,Pilarzinho,Curitiba/PR,82100-640
Rua Antenor Mallin,Pilarzinho,Curitiba/PR,82100-650
Rua Maria Corrêa Godoy,Pilarzinho,Curitiba/PR,82100-660
Rua Maria Cândida Souza,Pilarzinho,Curitiba/PR,82100-663
Rua Ângela Bonato Nichelle,Pilarzinho,Curitiba/PR,82100-665
Rua Olinda Paula Botto de Barros,Pilarzinho,Curitiba/PR,82100-670
Rua Fábio Pinheiro,Pilarzinho,Curitiba/PR,82100-680
Rua Solange Luiz Carlos,Pilarzinho,Curitiba/PR,82100-690
Rua Catharina Potina de Mauro,Pilarzinho,Curitiba/PR,82100-700
Praça José Opolz,Pilarzinho,Curitiba/PR,82100-705
Rua Arno Emílio Gerstenberger,Pilarzinho,Curitiba/PR,82100-710
Rua Marcília Vaz Carneiro,Pilarzinho,Curitiba/PR,82100-720
Rua Lauro dos Santos Milão,Pilarzinho,Curitiba/PR,82100-730
Rua Carlos Estrella Moreira,Pilarzinho,Curitiba/PR,82100-740
Rua Engenheiro Agrônomo Lauro Klas,Pilarzinho,Curitiba/PR,82100-750
Rua Pedro Ferraz Rodrigues,Pilarzinho,Curitiba/PR,82100-760
Rua Valdiva Pereira Lima,Pilarzinho,Curitiba/PR,82100-770
Rua Airton Camati Christo,Pilarzinho,Curitiba/PR,82100-775
Rua Eduardo kalinowski,Pilarzinho,Curitiba/PR,82100-776
Rua Manoel Herrington Wambier,Pilarzinho,Curitiba/PR,82100-777
Rua Suboficial Sebastião de Freitas,Pilarzinho,Curitiba/PR,82100-778
Rua Darcize Gobi,Pilarzinho,Curitiba/PR,82100-780
Rua Joaquina Seixas Chagas de Andrade,Pilarzinho,Curitiba/PR,82100-790
Rua Alexandre Von Humboldt,Pilarzinho,Curitiba/PR,82110-000
Rua Antenor Guimarães,Pilarzinho,Curitiba/PR,82110-010
Jardinete Igydio Bonatto,Pilarzinho,Curitiba/PR,82110-012
Rua Victório Gasparin,Pilarzinho,Curitiba/PR,82110-020
Rua Professora Terezita Faria dos Santos Lima,Pilarzinho,Curitiba/PR,82110-030
Rua Jorge Cury Brahim,Pilarzinho,Curitiba/PR,82110-040
Rua Pedro Racoski,Pilarzinho,Curitiba/PR,82110-050
Rua Jornalista Alípio Miranda,Pilarzinho,Curitiba/PR,82110-060
Rua Arold Loid Rauth,Pilarzinho,Curitiba/PR,82110-070
Rua Antônio César Casagrande,Pilarzinho,Curitiba/PR,82110-080
Rua Miguel de Lazzari,Pilarzinho,Curitiba/PR,82110-090
Rua João Bonatto,Pilarzinho,Curitiba/PR,82110-100
Rua Harvey de Barros Silva,Pilarzinho,Curitiba/PR,82110-110
Rua Florindo Gusso,Pilarzinho,Curitiba/PR,82110-120
Rua Professor Hostílio Araújo,Pilarzinho,Curitiba/PR,82110-130
Rua Lourenço Darif,Pilarzinho,Curitiba/PR,82110-140
Rua Ernesto Carlos Hey,Pilarzinho,Curitiba/PR,82110-150
Rua Campo Largo da Piedade,Pilarzinho,Curitiba/PR,82110-160
Rua Mathilde da Silva Wolff,Pilarzinho,Curitiba/PR,82110-170
Rua Manoel Antônio Becker,Pilarzinho,Curitiba/PR,82110-180
Rua Álvaro Moleta,Pilarzinho,Curitiba/PR,82110-190
Rua Laudemiro do Valle,Pilarzinho,Curitiba/PR,82110-200
Rua Cezário Curial,Pilarzinho,Curitiba/PR,82110-210
Rua Jornalista Geraldo Russe,Pilarzinho,Curitiba/PR,82110-220
Rua Antônio Petruzziello,Pilarzinho,Curitiba/PR,82110-230
Rua Guilherme Lunardon,Pilarzinho,Curitiba/PR,82110-240
Rua Jorge Gava,Pilarzinho,Curitiba/PR,82110-250
Rua Jornalista José Ernesto Ericksen Pereira,Pilarzinho,Curitiba/PR,82110-260
Jardinete Landívio Tschoeke,Pilarzinho,Curitiba/PR,82110-265
Rua Augusto Basso,Pilarzinho,Curitiba/PR,82110-270
Rua Senador Antônio Jorge Machado Lima,Pilarzinho,Curitiba/PR,82110-280
Rua David Hume,Pilarzinho,Curitiba/PR,82110-290
Rua Augusto Hauer,Pilarzinho,Curitiba/PR,82110-300
Rua Souza Mello,Pilarzinho,Curitiba/PR,82110-310
Rua José Morais,Pilarzinho,Curitiba/PR,82110-320
Rua Saturnino Arruda dos Santos,Pilarzinho,Curitiba/PR,82110-330
Rua João Locke,Pilarzinho,Curitiba/PR,82110-340
Rua Guy de Maupassant,Pilarzinho,Curitiba/PR,82110-350
Largo Mãe de Deus,Pilarzinho,Curitiba/PR,82110-355
Rua Odilon Santana Gomes,Pilarzinho,Curitiba/PR,82110-360
Rua Bruno João da Silva,Pilarzinho,Curitiba/PR,82110-370
Rua São Salvador - de 264/265 ao fim,Pilarzinho,Curitiba/PR,82110-380
Praça Ângela Costa Bazzo,Pilarzinho,Curitiba/PR,82110-390
Rua Reinaldo Maximiliano Von der Osten,Pilarzinho,Curitiba/PR,82110-400
Rua Arnaldo Fecci,Pilarzinho,Curitiba/PR,82110-410
Rua Affonso Coelho dos Santos,Pilarzinho,Curitiba/PR,82110-420
Rua João Gasparini,Pilarzinho,Curitiba/PR,82110-430
Rua Wanda Rocha de Souza,Pilarzinho,Curitiba/PR,82110-440
Rua Professor Ignácio Alves de Souza Filho,Pilarzinho,Curitiba/PR,82110-450
Rua Pascoalin Muzica,Pilarzinho,Curitiba/PR,82110-460
Rua Aléssio Fronza,Pilarzinho,Curitiba/PR,82110-470
Rua Dinarte de Jesus,Pilarzinho,Curitiba/PR,82110-480
Rua Adelina Gasparim Wille,Pilarzinho,Curitiba/PR,82110-490
Rua Oscar Aisengart,Pilarzinho,Curitiba/PR,82110-500
Rua Hércio de Figueiredo Mello Filho,Pilarzinho,Curitiba/PR,82110-510
